end_time,start_time,duration,time_offset,exercise_type,max_speed,calorie,mean_speed,update_time,live_data,distance,datauuid,create_time
2018-08-23 09:56:11.000,2018-08-23 09:41:10.000,901131,UTC+0200,1001,1.615254,51.01969,1.2435076,2018-08-23 10:04:42.279,5d221fbc-8ab1-4c60-9c96-08165860f6ba.live_data.json,1120.5632,5d221fbc-8ab1-4c60-9c96-08165860f6ba,2018-08-23 10:04:42.279
2018-06-30 06:38:36.000,2018-06-30 06:04:00.000,2075844,UTC+0100,1001,1.6528668,133.33301,1.442098,2018-06-30 06:39:42.027,5d3d93f9-eee4-4e2d-ba0b-42284482910d.live_data.json,2993.5703,5d3d93f9-eee4-4e2d-ba0b-42284482910d,2018-06-30 06:39:42.027
2019-01-19 17:30:14.000,2019-01-19 17:19:00.000,674194,UTC+0100,1001,1.6777977,37.09146,1.2310822,2019-01-19 17:35:27.536,5dac1b21-c4bc-43ea-abb6-0801bb274559.live_data.json,829.9883,5dac1b21-c4bc-43ea-abb6-0801bb274559,2019-01-19 17:35:27.536
2018-06-15 07:49:21.000,2018-06-15 07:13:02.000,2178690,UTC+0100,1001,1.8944644,140.6438,1.4457257,2018-06-15 08:02:17.040,5e48ee21-5cc5-4847-8543-4bbc648f584f.live_data.json,3149.788,5e48ee21-5cc5-4847-8543-4bbc648f584f,2018-06-15 08:02:17.040
2018-10-06 13:57:08.000,2018-10-06 13:41:17.000,950425,UTC+0200,1001,1.5747217,61.496155,1.4358318,2018-10-06 14:00:20.568,60473042-5200-4cfe-9c44-2f42b9fa61a2.live_data.json,1364.6504,60473042-5200-4cfe-9c44-2f42b9fa61a2,2018-10-06 14:00:20.568
2018-07-01 14:01:46.000,2018-07-01 13:49:14.000,752327,UTC+0100,1001,1.5485778,47.896606,1.411421,2018-07-01 14:03:22.045,60921285-1cb7-499c-b94b-6939d4729c28.live_data.json,1061.8501,60921285-1cb7-499c-b94b-6939d4729c28,2018-07-01 14:03:22.045
2018-08-12 16:40:35.000,2018-08-12 16:22:01.000,1113876,UTC+0200,1001,1.5965083,67.53052,1.3347046,2018-08-12 16:47:20.239,6094c990-bf7f-4926-bc2a-80dc1665aa90.live_data.json,1486.6953,6094c990-bf7f-4926-bc2a-80dc1665aa90,2018-08-12 16:47:20.239
2018-11-29 07:01:05.000,2018-11-29 06:41:00.000,1205156,UTC+0100,1001,1.8599685,74.26903,1.3718913,2018-11-29 07:04:26.701,60bb7f2f-dfdb-42a0-a40f-17e9d76fa536.live_data.json,1653.343,60bb7f2f-dfdb-42a0-a40f-17e9d76fa536,2018-11-29 07:04:26.701
2018-07-16 20:27:32.000,2018-07-16 19:51:00.000,2191568,UTC+0100,1001,2.814172,136.47871,1.4018025,2018-07-16 20:30:03.319,63367027-8083-4355-9cac-159409772ab9.live_data.json,3072.1458,63367027-8083-4355-9cac-159409772ab9,2018-07-16 20:30:03.319
2018-07-29 09:37:20.000,2018-07-29 09:26:00.000,680216,UTC+0100,1001,1.5442582,38.128265,1.2258435,2018-07-29 09:40:51.766,6386b7e7-bf80-4362-8649-bdd20ccf29f2.live_data.json,833.8384,6386b7e7-bf80-4362-8649-bdd20ccf29f2,2018-07-29 09:40:51.766
2018-08-18 17:01:12.000,2018-08-18 16:27:03.000,2049783,UTC+0200,1001,1.8296303,134.85852,1.4856517,2018-08-18 17:03:26.089,643b1b92-9201-41b3-b44f-281aefa1839c.live_data.json,3045.2637,643b1b92-9201-41b3-b44f-281aefa1839c,2018-08-18 17:03:26.089
2018-12-07 19:00:42.000,2018-12-07 18:48:03.000,759166,UTC+0100,1001,1.6153617,46.676086,1.3377717,2018-12-07 19:06:35.141,657fd9d1-b0ce-4845-b068-1cdff2167e53.live_data.json,1015.5908,657fd9d1-b0ce-4845-b068-1cdff2167e53,2018-12-07 19:06:35.141
2018-10-10 19:01:25.000,2018-10-10 18:50:06.000,678617,UTC+0200,1001,2.0375202,44.42798,1.440339,2018-10-10 19:18:00.658,66f19dfa-4620-4155-9ee0-eda2127a5304.live_data.json,977.4385,66f19dfa-4620-4155-9ee0-eda2127a5304,2018-10-10 19:18:00.658
2018-07-24 17:10:10.000,2018-07-24 16:35:06.000,2103964,UTC+0100,1001,1.6816655,124.56262,1.3075905,2018-07-24 17:13:46.027,6add846d-f3c4-497e-8f3a-bde3ae17d481.live_data.json,2751.123,6add846d-f3c4-497e-8f3a-bde3ae17d481,2018-07-24 17:13:46.027
2018-08-11 08:22:07.000,2018-08-11 08:02:00.000,1206726,UTC+0200,1001,1.6574913,72.48093,1.345556,2018-08-11 08:24:59.757,6b351615-cb6c-4df4-b2da-7328971f7eeb.live_data.json,1623.7173,6b351615-cb6c-4df4-b2da-7328971f7eeb,2018-08-11 08:24:59.757
2018-07-17 19:10:31.000,2018-07-17 18:38:11.000,1940785,UTC+0100,1001,1.820939,135.70584,1.5774293,2018-07-17 19:12:21.734,6bad3631-ec15-4187-8d64-f719b6758b20.live_data.json,3061.4512,6bad3631-ec15-4187-8d64-f719b6758b20,2018-07-17 19:12:21.734
2018-06-06 15:18:06.000,2018-06-06 14:42:11.000,2154648,UTC+0100,1001,2.2591257,136.3031,1.4201329,2018-06-06 15:20:22.757,6ce5c278-7dc7-4510-acae-0823bc036b4d.live_data.json,3059.8867,6ce5c278-7dc7-4510-acae-0823bc036b4d,2018-06-06 15:20:22.757
2018-07-23 21:03:06.000,2018-07-23 20:37:21.000,1544365,UTC+0100,1001,1.6518105,102.745544,1.4924812,2018-07-23 21:08:04.847,6d51f369-32c8-4377-8ec6-25a9efa75db7.live_data.json,2304.9358,6d51f369-32c8-4377-8ec6-25a9efa75db7,2018-07-23 21:08:04.847
2019-01-13 19:38:09.000,2019-01-13 19:27:11.000,658317,UTC+0100,1001,1.6367643,37.141174,1.2627934,2019-01-13 19:40:31.153,6ef8ad87-bb02-48eb-b9c4-893079bbcded.live_data.json,831.31836,6ef8ad87-bb02-48eb-b9c4-893079bbcded,2019-01-13 19:40:31.153
2018-11-13 13:57:04.000,2018-11-13 13:45:16.000,708280,UTC+0100,1001,2.5894191,42.887512,1.3674505,2018-11-13 14:01:16.775,6fe2518f-6354-4964-b85c-113fc904f9b8.live_data.json,968.53784,6fe2518f-6354-4964-b85c-113fc904f9b8,2018-11-13 14:01:16.775
2018-07-14 12:44:05.000,2018-07-14 12:03:18.000,2447272,UTC+0100,1001,1.6974702,142.60602,1.2993598,2018-07-14 12:45:26.924,702878b2-3e46-4214-b5a5-503ed21f275b.live_data.json,3179.8867,702878b2-3e46-4214-b5a5-503ed21f275b,2018-07-14 12:45:26.924
2018-10-12 15:35:24.000,2018-10-12 15:21:00.000,863982,UTC+0200,1001,1.6490816,55.2641,1.4146198,2018-10-12 15:44:41.520,7077f855-e9fd-4156-afb3-df3d908e6da5.live_data.json,1222.206,7077f855-e9fd-4156-afb3-df3d908e6da5,2018-10-12 15:44:41.520
2018-08-25 09:44:35.000,2018-08-25 09:33:14.000,681580,UTC+0200,1001,1.5547705,40.4021,1.3159738,2018-08-25 09:55:00.037,721e10f6-6eb1-4508-837b-241c0d090373.live_data.json,896.9414,721e10f6-6eb1-4508-837b-241c0d090373,2018-08-25 09:55:00.037
2018-06-30 19:24:09.000,2018-06-30 18:32:20.000,3109307,UTC+0100,1001,2.1154644,172.88492,1.2188805,2018-06-30 19:38:45.929,727119b7-6c49-4927-a6bd-34f573b8945d.live_data.json,3789.8735,727119b7-6c49-4927-a6bd-34f573b8945d,2018-06-30 19:38:45.929
2018-11-03 17:00:12.000,2018-11-03 16:49:25.000,647497,UTC+0100,1001,1.6097249,35.84314,1.2397405,2018-11-03 17:01:13.335,72b84218-075a-428c-b081-7c28d85f6bdc.live_data.json,802.7283,72b84218-075a-428c-b081-7c28d85f6bdc,2018-11-03 17:01:13.335
2018-10-06 23:50:02.000,2018-10-06 23:30:00.000,1202132,UTC+0200,1001,1.9475418,77.83215,1.4306905,2018-10-06 23:57:34.705,73622eb0-5e79-4c4b-93e7-6f3a86431fd1.live_data.json,1719.8789,73622eb0-5e79-4c4b-93e7-6f3a86431fd1,2018-10-06 23:57:34.705
2018-11-30 19:58:28.000,2018-11-30 19:42:00.000,987901,UTC+0100,1001,2.6039,62.80255,1.415638,2018-11-30 20:01:20.584,73a36046-714b-46e4-855e-14b765c01184.live_data.json,1398.5103,73a36046-714b-46e4-855e-14b765c01184,2018-11-30 20:01:20.584
2018-08-18 12:46:17.000,2018-08-18 12:32:00.000,857481,UTC+0200,1001,2.1489294,47.54724,1.2389072,2018-08-18 12:54:40.844,73e13f74-a6e0-4f2b-89cd-9a6f5a2e6b61.live_data.json,1062.3394,73e13f74-a6e0-4f2b-89cd-9a6f5a2e6b61,2018-08-18 12:54:40.844
2018-07-06 19:00:25.000,2018-07-06 18:28:00.000,1944562,UTC+0100,1001,1.6370535,121.40234,1.3878497,2018-07-06 19:14:02.862,756b7be5-f4f7-4179-b190-02ac5015a8dc.live_data.json,2698.7598,756b7be5-f4f7-4179-b190-02ac5015a8dc,2018-07-06 19:14:02.862
2018-10-07 16:17:10.000,2018-10-07 16:06:18.000,652360,UTC+0200,1001,1.9414388,47.14734,1.5994512,2018-10-07 16:21:29.307,78cf7d6e-518a-41ca-bb16-7519a5c8cdd1.live_data.json,1043.418,78cf7d6e-518a-41ca-bb16-7519a5c8cdd1,2018-10-07 16:21:29.307
2018-10-13 13:06:48.000,2018-10-13 12:53:12.000,815988,UTC+0200,1001,1.5641813,52.310852,1.4102392,2018-10-13 13:09:21.864,7b69d96d-57fc-4456-abe4-3b4ab1eaa266.live_data.json,1150.7383,7b69d96d-57fc-4456-abe4-3b4ab1eaa266,2018-10-13 13:09:21.864
2018-11-16 22:11:29.000,2018-11-16 21:58:03.000,805503,UTC+0100,1001,1.7019523,51.11563,1.4138863,2018-11-16 23:20:56.995,7ba17d88-42a0-4a42-9af4-def6f9ae2001.live_data.json,1138.8896,7ba17d88-42a0-4a42-9af4-def6f9ae2001,2018-11-16 23:20:56.995
2018-07-07 10:58:30.000,2018-07-07 10:46:09.000,741013,UTC+0100,1001,2.0276704,47.866455,1.4505112,2018-07-07 11:05:42.762,7d09c8f4-8674-4f79-89e6-0891e471c77a.live_data.json,1074.8477,7d09c8f4-8674-4f79-89e6-0891e471c77a,2018-07-07 11:05:42.762
2018-08-27 10:59:53.000,2018-08-27 10:46:08.000,824342,UTC+0200,1001,2.2812245,55.028427,1.4803283,2018-08-27 11:05:21.661,7d7ab76a-a19f-4d1f-b21a-eb88bd63b63a.live_data.json,1220.2969,7d7ab76a-a19f-4d1f-b21a-eb88bd63b63a,2018-08-27 11:05:21.661
2018-11-09 12:50:37.000,2018-11-09 12:38:00.000,757198,UTC+0100,1001,3.2807093,50.354866,1.4744815,2018-11-09 12:51:48.876,7ff43736-36f5-451a-8613-7983f7a4dec4.live_data.json,1116.4744,7ff43736-36f5-451a-8613-7983f7a4dec4,2018-11-09 12:51:48.876
2018-09-27 10:53:07.000,2018-09-27 10:30:06.000,1381028,UTC+0200,1001,1.5135802,84.68283,1.3303447,2018-09-27 10:58:36.552,8136ec85-8edc-4ecf-958f-f786d8521bba.live_data.json,1837.2432,8136ec85-8edc-4ecf-958f-f786d8521bba,2018-09-27 10:58:36.552
2018-12-22 17:30:08.000,2018-12-22 17:10:00.000,1208516,UTC+0100,1001,1.5299765,64.69464,1.1546913,2018-12-22 17:49:42.894,839d55fe-6828-4f89-a163-42004d817505.live_data.json,1395.4629,839d55fe-6828-4f89-a163-42004d817505,2018-12-22 17:49:42.894
2018-08-15 12:45:09.000,2018-08-15 12:20:00.000,1509649,UTC+0200,1001,1.5713519,87.811035,1.2681316,2018-08-15 12:55:00.038,84299191-f9ea-4bbd-863a-d7f8b9ef41e9.live_data.json,1914.4336,84299191-f9ea-4bbd-863a-d7f8b9ef41e9,2018-08-15 12:55:00.038
2018-08-04 20:22:34.000,2018-08-04 20:06:12.000,982592,UTC+0200,1001,1.4982497,60.701965,1.3391061,2018-08-04 20:25:39.239,8536a99e-6a7c-40d5-952b-827cf86b1534.live_data.json,1315.7949,8536a99e-6a7c-40d5-952b-827cf86b1534,2018-08-04 20:25:39.239
2018-11-04 11:48:05.000,2018-11-04 11:35:00.000,785483,UTC+0100,1001,1.6561621,52.16145,1.4898442,2018-11-04 12:53:14.407,85905aec-fe77-4746-8a0a-cb4e0e598ad2.live_data.json,1170.2473,85905aec-fe77-4746-8a0a-cb4e0e598ad2,2018-11-04 12:53:14.407
2018-12-14 12:06:16.000,2018-12-14 11:55:04.000,672443,UTC+0100,1001,1.6540087,42.03968,1.4063232,2018-12-14 12:06:18.418,85afd384-6fa7-45a1-be26-731a072717f2.live_data.json,945.6722,85afd384-6fa7-45a1-be26-731a072717f2,2018-12-14 12:06:18.418
2018-08-06 11:47:10.000,2018-08-06 11:14:00.000,1990604,UTC+0200,1001,2.0010808,129.93619,1.4668185,2018-08-06 11:48:11.050,86ef2d95-cbd6-444c-9d6c-b25729bfdd2e.live_data.json,2919.8545,86ef2d95-cbd6-444c-9d6c-b25729bfdd2e,2018-08-06 11:48:11.050
2018-07-11 07:16:01.000,2018-07-11 06:41:03.000,2097925,UTC+0100,1001,1.7184131,137.63965,1.47639,2018-07-11 07:18:19.238,873225fb-9ec6-4e5f-adba-3ae47ae7c8a3.live_data.json,3097.3555,873225fb-9ec6-4e5f-adba-3ae47ae7c8a3,2018-07-11 07:18:19.238
2018-08-12 08:35:56.000,2018-08-12 08:17:18.000,1117934,UTC+0200,1001,1.7007654,74.34515,1.4961891,2018-08-12 09:26:27.557,87fbbdeb-7142-4e54-bf73-5d764bf886d9.live_data.json,1672.6406,87fbbdeb-7142-4e54-bf73-5d764bf886d9,2018-08-12 09:26:27.557
2018-07-25 08:36:00.000,2018-07-25 08:22:08.000,831922,UTC+0100,1001,1.9966382,54.560913,1.4833944,2018-07-25 08:46:15.475,88c826d5-7279-48f8-b36d-c6a587c83dc0.live_data.json,1234.0684,88c826d5-7279-48f8-b36d-c6a587c83dc0,2018-07-25 08:46:15.475
2018-10-30 14:49:15.000,2018-10-30 14:36:11.000,784798,UTC+0100,1001,2.9071066,52.188965,1.4128212,2018-10-30 14:53:00.776,89f1c60d-ddf7-4f87-baa1-8866df8c50e5.live_data.json,1108.7793,89f1c60d-ddf7-4f87-baa1-8866df8c50e5,2018-10-30 14:53:00.776
2018-07-24 18:33:03.000,2018-07-24 18:22:31.000,631987,UTC+0100,1001,1.5634177,40.36194,1.4042795,2018-07-24 18:34:04.004,8a7c4aae-48bd-4bbe-b620-90d1074b0095.live_data.json,887.4863,8a7c4aae-48bd-4bbe-b620-90d1074b0095,2018-07-24 18:34:04.004
2018-08-13 12:35:10.000,2018-08-13 12:13:04.000,1325446,UTC+0200,1001,3.4722223,85.374146,1.4383941,2018-08-13 12:39:25.045,8af7e781-1212-4174-80c6-bdb45a8c762e.live_data.json,1906.5137,8af7e781-1212-4174-80c6-bdb45a8c762e,2018-08-13 12:39:25.045
2018-07-04 06:58:01.000,2018-07-04 06:41:05.000,1016453,UTC+0100,1001,1.9431372,67.17804,1.4924899,2018-07-04 07:02:12.351,8b00c9cf-d00b-468d-9a76-c241a482eab5.live_data.json,1517.0459,8b00c9cf-d00b-468d-9a76-c241a482eab5,2018-07-04 07:02:12.351
2018-06-26 18:20:25.000,2018-06-26 17:58:00.000,1344886,UTC+0100,1001,1.5970544,84.051025,1.3916636,2018-06-26 18:26:02.001,8b4350b2-2065-477f-aaa9-e87e5b26365d.live_data.json,1871.6289,8b4350b2-2065-477f-aaa9-e87e5b26365d,2018-06-26 18:26:02.001
2018-09-28 17:18:10.000,2018-09-28 16:55:00.000,1389828,UTC+0200,1001,1.6241138,80.05832,1.2691967,2018-09-28 17:58:46.665,8c650e95-40b3-47fc-9c08-b93831333acc.live_data.json,1763.9653,8c650e95-40b3-47fc-9c08-b93831333acc,2018-09-28 17:58:46.665
2018-07-04 15:36:00.000,2018-07-04 15:20:00.000,959625,UTC+0100,1001,1.6078461,61.40399,1.4242665,2018-07-04 15:39:27.963,8c895422-6f4c-4140-96d8-34892465ec89.live_data.json,1366.7617,8c895422-6f4c-4140-96d8-34892465ec89,2018-07-04 15:39:27.963
2018-08-14 17:19:25.000,2018-08-14 16:54:02.000,1523471,UTC+0200,1001,1.857842,93.164795,1.3891362,2018-08-14 17:21:13.564,8e04d695-0a1d-46b9-b2d0-fbb9cd38ad20.live_data.json,2116.3086,8e04d695-0a1d-46b9-b2d0-fbb9cd38ad20,2018-08-14 17:21:13.564
2018-10-13 15:44:02.000,2018-10-13 15:27:00.000,1022279,UTC+0200,1001,1.6145917,58.31079,1.241665,2018-10-13 15:46:05.107,8e1be459-e458-4f2c-87fd-cd3bf71e2adf.live_data.json,1269.3281,8e1be459-e458-4f2c-87fd-cd3bf71e2adf,2018-10-13 15:46:05.107
2018-09-29 17:38:22.000,2018-09-29 17:22:00.000,982919,UTC+0200,1001,1.5410222,59.43268,1.3124989,2018-09-29 17:41:46.081,8e58ba4f-3f99-48c1-b871-946130fe05e2.live_data.json,1290.0801,8e58ba4f-3f99-48c1-b871-946130fe05e2,2018-09-29 17:41:46.081
2018-10-19 19:09:02.000,2018-10-19 18:56:21.000,760965,UTC+0200,1001,1.6815726,52.873413,1.4833691,2018-10-19 19:15:06.224,8f49e4c1-6174-4d19-a499-25c11a1ac7da.live_data.json,1128.792,8f49e4c1-6174-4d19-a499-25c11a1ac7da,2018-10-19 19:15:06.224
2018-08-23 16:06:58.000,2018-08-23 15:52:00.000,897689,UTC+0200,1001,1.6045493,60.134888,1.4971745,2018-08-23 16:08:50.980,8fc79621-7fb7-4040-b28d-844a1df2fee5.live_data.json,1343.9971,8fc79621-7fb7-4040-b28d-844a1df2fee5,2018-08-23 16:08:50.980
2018-08-10 09:55:30.000,2018-08-10 09:35:10.000,1219634,UTC+0200,1001,1.7103863,77.98932,1.4286209,2018-08-10 10:01:47.565,9138b1f9-e1f4-42cb-9569-33cca5229053.live_data.json,1742.3945,9138b1f9-e1f4-42cb-9569-33cca5229053,2018-08-10 10:01:47.565
2018-07-14 10:58:53.000,2018-07-14 10:44:00.000,893050,UTC+0100,1001,3.1104236,53.32019,1.3230413,2018-07-14 11:00:25.141,935a2eca-2591-498b-b8ce-4ffc79fa3e1b.live_data.json,1181.542,935a2eca-2591-498b-b8ce-4ffc79fa3e1b,2018-07-14 11:00:25.141
2018-07-04 07:17:05.000,2018-07-04 06:58:02.000,1142578,UTC+0100,1001,1.6723236,72.42737,1.4252899,2018-07-04 07:19:00.954,939883af-8fed-4ec8-a58a-3bbd657d73bd.live_data.json,1628.5049,939883af-8fed-4ec8-a58a-3bbd657d73bd,2018-07-04 07:19:00.954
2019-01-21 10:53:17.000,2019-01-21 10:41:00.000,736891,UTC+0100,1001,3.6124625,71.91999,1.9181097,2019-01-21 10:55:24.395,93ac81e0-34e0-4730-9f10-ecd59f99c963.live_data.json,1413.4377,93ac81e0-34e0-4730-9f10-ecd59f99c963,2019-01-21 10:55:24.395
2018-11-04 13:59:24.000,2018-11-04 13:30:15.000,1749285,UTC+0100,1001,1.637427,104.88273,1.3426695,2018-11-04 14:00:25.460,93e1efe0-76e5-4f63-b850-43eba3769686.live_data.json,2348.7117,93e1efe0-76e5-4f63-b850-43eba3769686,2018-11-04 14:00:25.460
2018-07-24 19:25:11.000,2018-07-24 18:55:12.000,1799516,UTC+0100,1001,1.751202,101.90979,1.2461673,2018-07-24 19:26:53.973,944405c4-8e0e-4727-b0dc-1760fcf8dfdf.live_data.json,2242.498,944405c4-8e0e-4727-b0dc-1760fcf8dfdf,2018-07-24 19:26:53.973
2019-01-04 16:27:05.000,2019-01-04 16:14:32.000,752854,UTC+0100,1001,1.69714,42.155914,1.2455033,2019-01-04 16:30:10.297,97fdf190-3fae-4462-996f-b4882a8f3e88.live_data.json,937.6821,97fdf190-3fae-4462-996f-b4882a8f3e88,2019-01-04 16:30:10.297
2018-08-27 12:42:06.000,2018-08-27 12:28:14.000,831949,UTC+0200,1001,1.5347546,49.194275,1.3013194,2018-08-27 12:43:19.120,9a0836de-808f-4c7f-b993-83f4cc0bb46a.live_data.json,1082.6313,9a0836de-808f-4c7f-b993-83f4cc0bb46a,2018-08-27 12:43:19.120
2019-01-12 15:28:02.000,2019-01-12 15:17:24.000,638555,UTC+0100,1001,1.6356875,42.452255,1.4905694,2019-01-12 15:34:15.551,9a5ae0c8-6c95-4fce-a3af-4122524796c2.live_data.json,951.81055,9a5ae0c8-6c95-4fce-a3af-4122524796c2,2019-01-12 15:34:15.551
2018-08-16 04:27:08.000,2018-08-16 04:08:26.000,1121921,UTC+0200,1001,1.6261239,71.90679,1.4340352,2018-08-16 04:33:00.696,9ac1cad9-5d81-4b7c-b225-94bbee743fa1.live_data.json,1608.8743,9ac1cad9-5d81-4b7c-b225-94bbee743fa1,2018-08-16 04:33:00.696
2018-06-06 06:56:00.000,2018-06-06 06:39:00.000,1019831,UTC+0100,1001,1.8653438,68.05737,1.4857738,2018-06-06 06:57:15.043,9afc07ca-c9b3-42ad-bef4-4f3205847baf.live_data.json,1515.2383,9afc07ca-c9b3-42ad-bef4-4f3205847baf,2018-06-06 06:57:15.043
2018-09-15 16:59:30.000,2018-09-15 16:48:00.000,690620,UTC+0200,1001,1.6176562,44.35376,1.4230788,2018-09-15 17:01:32.362,9c70a49d-a9e1-40f4-bc15-17a3b49edcb2.live_data.json,982.80664,9c70a49d-a9e1-40f4-bc15-17a3b49edcb2,2018-09-15 17:01:32.362
2018-07-13 18:16:00.000,2018-07-13 17:39:25.000,2194329,UTC+0100,1001,1.5868255,134.85393,1.3616798,2018-07-13 18:17:49.791,9de0f352-52a3-4e7c-b74f-7964d610b64b.live_data.json,2987.9734,9de0f352-52a3-4e7c-b74f-7964d610b64b,2018-07-13 18:17:49.791
2018-06-13 17:25:33.000,2018-06-13 16:50:13.000,2119064,UTC+0100,1001,1.6907223,140.59067,1.490247,2018-06-13 17:44:05.963,9ec259cf-f2b2-4cfa-868d-f5d511de7b92.live_data.json,3157.9287,9ec259cf-f2b2-4cfa-868d-f5d511de7b92,2018-06-13 17:44:05.963
2018-08-09 18:45:41.000,2018-08-09 18:21:03.000,1477237,UTC+0200,1001,4.7208867,89.69702,1.3725555,2018-08-09 18:50:27.396,9f4be39d-f900-4ead-a4ef-f583b6178ec1.live_data.json,2027.5898,9f4be39d-f900-4ead-a4ef-f583b6178ec1,2018-08-09 18:50:27.396
2018-06-05 16:58:17.000,2018-06-05 16:38:00.000,1217685,UTC+0100,1001,1.9674314,79.47766,1.4643036,2018-06-05 16:59:17.999,9f7afba5-35de-4960-8819-b34da4b11000.live_data.json,1783.0605,9f7afba5-35de-4960-8819-b34da4b11000,2018-06-05 16:59:17.999
2018-12-30 15:43:07.000,2018-12-30 15:22:11.000,1256105,UTC+0100,1001,1.9393629,63.294067,1.1131935,2018-12-30 15:46:20.865,9fbab084-a377-464d-b978-a690850c6a6c.live_data.json,1398.2881,9fbab084-a377-464d-b978-a690850c6a6c,2018-12-30 15:46:20.865
2018-08-08 15:05:06.000,2018-08-08 14:54:13.000,653664,UTC+0200,1001,1.5833526,39.287918,1.3349091,2018-08-08 15:34:00.602,a19dbe95-f9e2-4a68-b22b-83bd043c81f6.live_data.json,872.58203,a19dbe95-f9e2-4a68-b22b-83bd043c81f6,2018-08-08 15:34:00.602
2018-07-03 07:31:28.000,2018-07-03 06:54:25.000,2223263,UTC+0100,1001,1.7691559,140.03583,1.3949589,2018-07-03 07:32:51.328,a1da1f47-f6fb-46a1-8c72-b7acf7a2d637.live_data.json,3101.3604,a1da1f47-f6fb-46a1-8c72-b7acf7a2d637,2018-07-03 07:32:51.328
2018-06-28 07:19:21.000,2018-06-28 06:45:04.000,2057118,UTC+0100,1001,1.7712688,132.17993,1.4520733,2018-06-28 07:21:29.551,a2957392-53c8-4b36-b58c-6c1d83173a60.live_data.json,2987.086,a2957392-53c8-4b36-b58c-6c1d83173a60,2018-06-28 07:21:29.551
2019-01-10 14:02:14.000,2019-01-10 13:49:00.000,794267,UTC+0100,1001,1.6131864,50.21283,1.406365,2019-01-10 14:10:20.362,a54be677-0756-4ff1-8a5e-cb943c10dd4c.live_data.json,1117.0293,a54be677-0756-4ff1-8a5e-cb943c10dd4c,2019-01-10 14:10:20.362
2018-08-10 12:20:05.000,2018-08-10 11:51:00.000,1745293,UTC+0200,1001,1.7060372,113.02826,1.4408207,2018-08-10 12:21:35.311,a65117d1-8e26-4b53-8f82-d9991390429f.live_data.json,2514.6543,a65117d1-8e26-4b53-8f82-d9991390429f,2018-08-10 12:21:35.311
2018-07-23 20:31:27.000,2018-07-23 20:20:17.000,670034,UTC+0100,1001,1.7409815,42.40214,1.4138744,2018-07-23 20:34:29.304,a6958875-1821-4c88-b0ee-6dcb13a9a65e.live_data.json,947.3439,a6958875-1821-4c88-b0ee-6dcb13a9a65e,2018-07-23 20:34:29.304
2018-06-08 17:08:35.000,2018-06-08 16:47:00.000,1295121,UTC+0100,1001,1.6417845,83.78589,1.4542348,2018-06-08 17:10:21.491,a6c76b66-3fad-44c8-aaa3-83f722bfb34c.live_data.json,1883.4102,a6c76b66-3fad-44c8-aaa3-83f722bfb34c,2018-06-08 17:10:21.491
2018-06-22 17:14:04.000,2018-06-22 16:53:00.000,1263840,UTC+0100,1001,1.5310869,74.135956,1.2738212,2018-06-22 17:26:04.595,a7cf380c-4a8f-42bc-8dae-9e4941e62a9f.live_data.json,1609.9062,a7cf380c-4a8f-42bc-8dae-9e4941e62a9f,2018-06-22 17:26:04.595
2018-06-15 17:39:25.000,2018-06-15 17:11:18.000,1686860,UTC+0100,1001,1.6244818,108.090004,1.4268862,2018-06-15 17:44:55.044,a81da3f6-4e54-4b28-9954-52ab58467003.live_data.json,2406.9575,a81da3f6-4e54-4b28-9954-52ab58467003,2018-06-15 17:44:55.044
2018-11-04 10:48:02.000,2018-11-04 10:37:04.000,658223,UTC+0100,1001,3.0203383,42.52975,1.4887162,2018-11-04 10:48:39.343,a88753e8-3c4b-4c47-90df-62d8422d981b.live_data.json,979.9072,a88753e8-3c4b-4c47-90df-62d8422d981b,2018-11-04 10:48:39.343
2019-01-13 18:18:10.000,2019-01-13 18:07:07.000,663537,UTC+0100,1001,1.6700348,38.29895,1.2983892,2019-01-13 19:21:52.188,a9a7c1e8-c0d2-4ee2-878e-426c6880fd82.live_data.json,861.5293,a9a7c1e8-c0d2-4ee2-878e-426c6880fd82,2019-01-13 19:21:52.188
2018-12-08 17:11:03.000,2018-12-08 17:00:00.000,663510,UTC+0100,1001,1.5247277,37.588806,1.2420392,2018-12-08 17:15:00.033,aafb1a8f-4e0d-4197-a040-da6e1d096dec.live_data.json,824.10547,aafb1a8f-4e0d-4197-a040-da6e1d096dec,2018-12-08 17:15:00.033
2018-07-19 18:32:01.000,2018-07-19 18:06:00.000,1560811,UTC+0100,1001,1.6672356,93.71405,1.3241289,2018-07-19 18:33:14.969,ab82364b-8f06-4904-a4a6-5b108b5ca00f.live_data.json,2066.7148,ab82364b-8f06-4904-a4a6-5b108b5ca00f,2018-07-19 18:33:14.969
2018-06-14 15:56:00.000,2018-06-14 15:42:00.000,839578,UTC+0100,1001,1.6488572,57.109116,1.5295746,2018-06-14 15:58:24.910,abc320f0-1a34-406b-ae1d-4e9d3cb23186.live_data.json,1284.1973,abc320f0-1a34-406b-ae1d-4e9d3cb23186,2018-06-14 15:58:24.910
2018-07-02 18:31:20.000,2018-07-02 18:13:09.000,1090312,UTC+0100,1001,1.6239288,65.62567,1.34749,2018-07-02 18:34:29.825,ac790e90-d588-46f0-b7e6-4805c91aadf6.live_data.json,1469.1846,ac790e90-d588-46f0-b7e6-4805c91aadf6,2018-07-02 18:34:29.825
